time,row,user,id,mutator,watermark,mutation_A,mutation_B,choice
1723245867.1676903,0,jason,1948070459,SentenceMutator,umd,20,0,answer1
1723247044.0145185,31,Fabrice,1433151637,WordMutator,umd,0,10,answer1
1723247125.5733995,3,Fabrice,305100096,SentenceMutator,semstamp_lsh,0,10,tie
1723247147.1299176,4,Fabrice,3350112753,WordMutator,umd,1,0,tie
1723247255.8558252,5,Fabrice,3766590058,WordMutator,umd,10,0,answer2
1723247280.8832521,6,Fabrice,408131242,SpanMutator,umd,0,20,skipped
1723247303.2085576,7,Fabrice,389133706,SpanMutator,semstamp_lsh,20,0,answer2
1723247335.3210745,8,Fabrice,2480759274,WordMutator,umd,0,1,tie
1723256538.2948043,2,Connor,3685312925,SpanMutator,semstamp_lsh,0,20,answer1
1723256673.441442,10,Connor,3103610995,WordMutator,umd,20,0,answer2
1723256846.342878,11,Connor,2549952481,SentenceMutator,semstamp_lsh,0,10,answer1
1723256959.524142,12,Connor,514298844,SpanMutator,semstamp_lsh,20,0,answer2
1723256989.3639283,13,Connor,321469753,WordMutator,umd,0,1,answer1
1723257067.241138,14,Connor,748106145,SpanMutator,umd,10,0,tie
1723257289.0189304,15,Connor,2363080554,SentenceMutator,umd,0,10,tie
1723257526.5956657,16,Connor,1335123275,SpanMutator,umd,10,0,answer2
1723257579.2580197,17,Connor,4292346386,SentenceMutator,umd,0,20,answer1
1723257656.0547252,18,Connor,3766590058,SentenceMutator,umd,20,0,answer2
1723257795.9788966,19,Connor,1586391092,WordMutator,umd,20,0,answer2
1723257836.8326693,20,Connor,4267665021,WordMutator,umd,0,20,answer1
1723257853.408081,21,Connor,2046128425,SpanMutator,semstamp_lsh,0,1,tie
1723257866.3638911,22,Connor,626039013,WordMutator,semstamp_lsh,1,0,answer2
1723257875.2077374,23,Connor,408131242,SentenceMutator,umd,20,0,skipped
1723257928.1181889,24,Connor,78956673,SpanMutator,semstamp_lsh,0,10,answer1
1723259138.1367223,25,Connor,2753526163,SentenceMutator,umd,1,0,answer2
1723259153.4360194,26,Connor,1799741625,WordMutator,semstamp_lsh,1,0,tie
1723259252.0528939,27,Connor,1335123275,SentenceMutator,umd,20,0,skipped
1723259282.3055735,28,Connor,4097135081,WordMutator,semstamp_lsh,0,1,answer1
1723259298.6419847,29,Connor,2276137578,SpanMutator,umd,0,20,answer1
1723259391.291794,30,Connor,3458927301,SpanMutator,semstamp_lsh,0,1,tie
1723259402.494278,31,Connor,3166375684,WordMutator,semstamp_lsh,1,0,tie
1723259465.8377004,32,Connor,3126204522,SentenceMutator,semstamp_lsh,0,20,answer1
1723259493.1663263,33,Connor,984857340,WordMutator,semstamp_lsh,0,1,tie
1723259501.832619,34,Connor,1799741625,WordMutator,umd,0,1,tie
1723259703.9378462,35,Connor,2971134321,SentenceMutator,semstamp_lsh,1,0,answer2
1723259759.362069,36,Connor,3964704857,WordMutator,umd,0,20,answer1
1723259794.9722888,37,Connor,3126204522,WordMutator,semstamp_lsh,0,1,tie
1723259815.3684683,38,Connor,3241509106,SentenceMutator,semstamp_lsh,0,1,tie
1723259874.5755672,39,Connor,3332530220,SentenceMutator,semstamp_lsh,0,20,tie
1723259924.2605996,40,Connor,3884764694,WordMutator,umd,1,0,answer2
1723259949.8204947,41,Connor,1357737918,SpanMutator,semstamp_lsh,0,1,answer1
1723259995.531737,42,Connor,1954210594,SentenceMutator,umd,1,0,tie
1723260016.6575673,43,Connor,3332530220,SentenceMutator,semstamp_lsh,10,0,tie
1723260064.018723,44,Connor,4097135081,SpanMutator,semstamp_lsh,0,10,answer1
1723260094.7443814,45,Connor,321469753,WordMutator,semstamp_lsh,0,20,skipped
1723260140.5801694,46,Connor,3126507428,WordMutator,umd,10,0,answer2
1723260150.3491397,47,Connor,4292800712,SpanMutator,umd,0,10,answer1
1723260307.489352,48,Connor,2480759274,WordMutator,umd,0,20,answer2
1723260350.907353,49,Connor,3126507428,SentenceMutator,umd,1,0,tie
1723260375.8666544,50,Connor,2046128425,SpanMutator,semstamp_lsh,0,10,answer1
1723260451.2266383,51,Connor,3685312925,SentenceMutator,semstamp_lsh,20,0,answer2
1723260592.197453,52,Connor,2468517263,SpanMutator,umd,20,0,answer2
1723260694.1892326,53,Connor,1048677649,SentenceMutator,umd,20,0,answer2
1723260712.7415602,54,Connor,355073874,WordMutator,semstamp_lsh,1,0,answer2
1723260758.1342406,55,Connor,701281102,SentenceMutator,umd,0,10,tie
1723260810.7739367,56,Connor,476518832,WordMutator,umd,10,0,skipped
1723260947.439434,57,Connor,408131242,SpanMutator,umd,10,0,answer2
1723260968.916976,58,Connor,693024149,WordMutator,umd,1,0,tie
1723260984.876076,59,Connor,3598699537,WordMutator,semstamp_lsh,0,20,answer1
1723261186.9679935,60,Connor,1586391092,SpanMutator,umd,0,20,answer1
1723261227.3299463,61,Connor,3500727212,SpanMutator,umd,20,0,answer2
1723261242.9614797,63,Connor,2363080554,WordMutator,semstamp_lsh,1,0,answer2
1723261321.1327572,64,Connor,2359368349,WordMutator,umd,0,10,answer1
1723261346.9349475,65,Connor,1717147012,SentenceMutator,semstamp_lsh,20,0,answer2
1723261354.5730581,66,Connor,1227567691,WordMutator,umd,0,1,tie
1723261401.8741944,67,Connor,2937827162,SpanMutator,semstamp_lsh,10,0,answer2
1723261418.7544537,68,Connor,1416030202,SpanMutator,semstamp_lsh,0,10,answer1
1723261430.8617878,69,Connor,355073874,SpanMutator,semstamp_lsh,1,0,answer2
1723261456.4267619,70,Connor,3096214989,SpanMutator,umd,0,20,answer1
1723261457.9201994,62,Boran,305100096,SpanMutator,semstamp_lsh,0,20,answer1
1723261496.3520386,71,Connor,3096214989,SpanMutator,umd,10,0,answer2
1723261532.5425417,72,Boran,3740859354,SpanMutator,semstamp_lsh,1,0,tie
1723261593.4940472,73,Connor,78956673,SentenceMutator,semstamp_lsh,0,20,tie
1723261628.004569,75,Connor,3801768644,SpanMutator,umd,0,10,tie
1723261648.691366,76,Connor,2095526493,SentenceMutator,umd,0,1,tie
1723261684.3698728,77,Connor,3096214989,SentenceMutator,semstamp_lsh,0,20,answer1
1723261827.837823,78,Connor,3458927301,SpanMutator,umd,0,20,answer1
1723261890.8754249,74,Boran,78956673,SentenceMutator,semstamp_lsh,0,1,answer1
1723261941.5817494,79,Connor,2363080554,WordMutator,umd,0,10,answer1
1723261975.1759505,81,Connor,3126507428,WordMutator,umd,1,0,tie
1723261985.9438775,82,Connor,3964704857,SpanMutator,umd,0,1,tie
1723262022.2836413,83,Connor,693024149,SpanMutator,umd,0,10,tie
1723262149.8960106,84,Connor,2095526493,WordMutator,umd,1,0,tie
1723262168.446635,85,Connor,2359368349,SpanMutator,umd,0,10,answer1
1723262257.1982038,86,Connor,2103580039,WordMutator,umd,10,0,answer2
1723262290.4025493,87,Connor,701281102,SpanMutator,umd,20,0,answer2
1723262336.51548,88,Connor,3350112753,SentenceMutator,semstamp_lsh,0,10,tie
1723262349.018399,89,Connor,3485044667,WordMutator,semstamp_lsh,1,0,tie
1723262363.1292,90,Connor,2296546760,WordMutator,umd,0,1,answer1
1723262429.6267169,91,Connor,1804415178,SpanMutator,umd,0,10,tie
1723262446.6298695,92,Connor,1366257021,SentenceMutator,semstamp_lsh,0,1,answer1
1723262499.650303,93,Connor,3643961439,SpanMutator,semstamp_lsh,0,1,answer1
1723262574.7549133,94,Connor,808284062,WordMutator,umd,0,10,answer1
1723262666.657732,95,Connor,355073874,WordMutator,semstamp_lsh,10,0,answer2
1723262721.1291697,96,Connor,1784954473,SentenceMutator,semstamp_lsh,20,0,tie
1723262768.1521888,97,Connor,3350112753,SpanMutator,umd,0,10,tie
1723262780.5527213,98,Connor,2971134321,SpanMutator,semstamp_lsh,20,0,answer2
1723262826.6981816,99,Connor,3964704857,SpanMutator,umd,0,20,answer1
1723262839.4989374,80,Boran,626039013,WordMutator,umd,0,10,answer1
1723262944.8943112,100,Connor,3241509106,SentenceMutator,semstamp_lsh,10,0,answer1
1723279497.7594945,101,Boran,3766590058,SpanMutator,umd,20,0,tie
1723279568.7471344,103,Boran,3458927301,SentenceMutator,semstamp_lsh,0,20,answer1
1723279734.3595903,104,Boran,2298180376,SpanMutator,semstamp_lsh,20,0,answer2
1723279797.4975598,105,Boran,3096214989,SpanMutator,semstamp_lsh,0,20,answer1
1723279812.100607,106,Boran,1799741625,SentenceMutator,semstamp_lsh,0,10,skipped
1723279837.9366448,107,Boran,748106145,SentenceMutator,umd,10,0,answer2
1723279859.9167094,108,Boran,3801768644,WordMutator,umd,0,1,tie
1723279971.7262542,109,Boran,2480759274,WordMutator,umd,10,0,tie
1723280092.6265938,110,Boran,808284062,SentenceMutator,umd,10,0,answer2
1723280155.0996208,111,Boran,3350112753,WordMutator,semstamp_lsh,10,0,tie
1723289865.8340597,112,Boran,3350112753,SpanMutator,semstamp_lsh,20,0,tie
1723289942.2784667,113,Boran,693024149,SpanMutator,umd,0,20,answer1
1723289942.783068,113,Boran,693024149,SpanMutator,umd,0,20,answer1
1723290607.3080664,115,Boran,355073874,SentenceMutator,semstamp_lsh,0,10,skipped
1723290674.999671,116,Boran,2276137578,WordMutator,umd,1,0,answer2
1723290692.3962731,117,Boran,4267665021,WordMutator,umd,1,0,tie
1723290756.1944056,118,Boran,1784954473,SpanMutator,semstamp_lsh,0,10,tie
1723307565.3661883,1,jason,3166375684,SpanMutator,semstamp_lsh,0,10,answer1
1723307603.3024273,120,jason,1032963578,SpanMutator,semstamp_lsh,10,0,answer2
1723307673.5502253,121,jason,157287102,WordMutator,umd,10,0,answer2
1723307735.5222554,122,jason,2298180376,WordMutator,semstamp_lsh,10,0,tie
1723307858.3097193,123,jason,54523115,WordMutator,umd,0,1,answer1
1723307897.5514963,124,jason,626039013,SentenceMutator,semstamp_lsh,1,0,tie
1723310907.9100657,9,Fabrice,3103610995,WordMutator,umd,0,10,answer1
1723310979.3661542,126,Fabrice,2686573247,SentenceMutator,umd,10,0,tie
1723311054.1645455,127,Fabrice,3740859354,WordMutator,semstamp_lsh,0,10,answer1
1723311122.774782,128,Fabrice,693024149,SentenceMutator,umd,20,0,tie
1723311191.2992544,129,Fabrice,3480799188,SentenceMutator,semstamp_lsh,0,10,answer1
1723311260.312624,130,Fabrice,2468517263,SpanMutator,umd,0,10,tie
1723311346.6915271,131,Fabrice,4097135081,WordMutator,semstamp_lsh,20,0,tie
1723311427.0545273,132,Fabrice,3761119095,SpanMutator,umd,10,0,tie
1723311491.8399942,133,Fabrice,3761119095,SentenceMutator,umd,10,0,tie
1723311547.9808784,134,Fabrice,984857340,SentenceMutator,semstamp_lsh,10,0,answer2
1723311624.9528477,135,Fabrice,321469753,SentenceMutator,umd,0,20,tie
1723311684.257948,136,Fabrice,3356475144,SpanMutator,semstamp_lsh,0,20,answer1
1723311704.3839493,137,Fabrice,1032963578,WordMutator,semstamp_lsh,20,0,answer2
1723311744.3344998,138,Fabrice,476518832,SentenceMutator,umd,0,10,skipped
1723311775.2718108,139,Fabrice,2467656814,WordMutator,semstamp_lsh,0,10,answer1
1723311845.5830162,140,Fabrice,3458927301,SentenceMutator,umd,0,20,answer1
1723311892.8429768,141,Fabrice,157287102,SentenceMutator,umd,0,20,tie
1723311919.7341268,142,Fabrice,3598699537,SpanMutator,semstamp_lsh,0,20,answer1
1723311970.354622,143,Fabrice,3800930942,SentenceMutator,umd,20,0,tie
1723312034.291477,144,Fabrice,3766590058,SentenceMutator,umd,0,10,answer1
1723312092.2822666,145,Fabrice,898333785,SpanMutator,semstamp_lsh,0,10,tie
1723312134.6515322,146,Fabrice,693024149,WordMutator,umd,0,20,tie
1723315083.6224666,119,Boran,3050541087,SentenceMutator,umd,10,0,answer2
1723315089.2841296,148,Boran,1799741625,WordMutator,semstamp_lsh,0,10,skipped
1723315135.9077637,149,Boran,808284062,SentenceMutator,umd,1,0,tie
1723315173.7678726,150,Boran,3458927301,SpanMutator,semstamp_lsh,0,20,answer1
1723315288.701792,151,Boran,626039013,SpanMutator,umd,0,20,answer1
1723315297.0496662,152,Boran,1433151637,SentenceMutator,umd,0,20,answer1
1723315334.1018732,153,Boran,1586391092,WordMutator,umd,0,10,answer1
1723315376.4732327,154,Boran,808284062,WordMutator,umd,20,0,answer2
1723315600.8648844,155,Boran,54523115,SentenceMutator,umd,1,0,tie
1723315618.89907,156,Boran,2467656814,SentenceMutator,semstamp_lsh,0,20,answer1
1723315640.829156,157,Boran,4097135081,WordMutator,umd,0,10,answer1
1723315654.9512234,158,Boran,1433151637,SentenceMutator,umd,10,0,answer2
1723315695.0239735,159,Boran,4097135081,SentenceMutator,semstamp_lsh,10,0,answer1
1723318806.5818775,160,Boran,3800930942,SpanMutator,umd,0,10,tie
1723318823.3604977,161,Boran,3685312925,SentenceMutator,semstamp_lsh,0,10,skipped
1723318848.7197123,162,Boran,3761119095,SpanMutator,umd,1,0,tie
1723318861.2661347,163,Boran,808284062,SpanMutator,umd,0,20,answer1
1723318887.4073076,164,Boran,408131242,WordMutator,umd,20,0,skipped
1723318918.391579,165,Boran,2539450819,WordMutator,semstamp_lsh,0,1,tie
1723321340.605879,125,jason,701281102,SentenceMutator,umd,0,1,tie
1723321347.1492682,167,jason,355073874,SentenceMutator,semstamp_lsh,0,20,skipped
1723321370.9146338,168,jason,775297944,SpanMutator,umd,20,0,skipped
1723321404.060793,169,jason,4097135081,SpanMutator,semstamp_lsh,20,0,answer2
1723321443.0422215,170,jason,2276137578,WordMutator,umd,10,0,skipped
1723321562.1400118,171,jason,898333785,SpanMutator,semstamp_lsh,0,20,answer1
1723321729.1343846,172,jason,3884764694,SentenceMutator,umd,20,0,tie
1723321879.8635354,173,jason,1559661876,SentenceMutator,umd,10,0,tie
1723321916.4147687,174,jason,3103610995,SpanMutator,umd,0,1,answer1
1723321945.3657494,175,jason,1357737918,SentenceMutator,semstamp_lsh,1,0,skipped
1723321956.3525498,176,jason,1784954473,WordMutator,semstamp_lsh,10,0,answer2
1723322004.84099,177,jason,321469753,WordMutator,semstamp_lsh,1,0,answer2
1723322048.546791,178,jason,3356475144,WordMutator,semstamp_lsh,0,10,answer1
1723322077.227508,179,jason,389133706,SpanMutator,semstamp_lsh,1,0,tie
1723322130.197526,180,jason,3740859354,SentenceMutator,semstamp_lsh,20,0,answer2
1723322153.010811,181,jason,321469753,SpanMutator,semstamp_lsh,1,0,answer2
1723322179.585849,182,jason,3951773323,SentenceMutator,umd,1,0,tie
1723354307.4962478,102,Connor,3766590058,WordMutator,umd,0,20,answer1
1723354414.3179207,184,Connor,898333785,WordMutator,semstamp_lsh,0,10,tie
1723354453.953904,185,Connor,984857340,SpanMutator,semstamp_lsh,20,0,answer2
1723354467.7729802,186,Connor,4097135081,SpanMutator,semstamp_lsh,1,0,answer2
1723354487.7141857,187,Connor,2971134321,WordMutator,semstamp_lsh,0,20,skipped
1723354544.725587,188,Connor,2539450819,WordMutator,semstamp_lsh,0,10,tie
1723354651.9486284,189,Connor,3103610995,SentenceMutator,semstamp_lsh,0,20,tie
1723354701.953357,190,Connor,408131242,SentenceMutator,umd,1,0,skipped
1723354750.6561756,191,Connor,78956673,WordMutator,semstamp_lsh,0,10,answer1
1723354770.6215332,192,Connor,984857340,SpanMutator,semstamp_lsh,1,0,tie
1723354808.2146304,193,Connor,4097135081,WordMutator,umd,0,1,answer1
1723354985.4496512,194,Connor,3050541087,WordMutator,umd,1,0,tie
1723355013.4853323,195,Connor,3480799188,SpanMutator,semstamp_lsh,1,0,tie
1723355082.5366914,196,Connor,1559661876,SpanMutator,umd,10,0,tie
1723355093.668863,197,Connor,1048677649,SentenceMutator,umd,0,1,tie
1723355138.12552,198,Connor,3485044667,SentenceMutator,semstamp_lsh,0,20,answer1
1723355171.8916903,199,Connor,1804415178,SpanMutator,umd,0,20,answer1
1723355181.8401098,200,Connor,2971134321,SpanMutator,semstamp_lsh,0,10,answer1
1723355220.4087296,201,Connor,3500727212,SentenceMutator,umd,20,0,answer2
1723355256.9527714,202,Connor,984857340,SpanMutator,semstamp_lsh,0,10,tie
1723355353.2668068,203,Connor,3103610995,SentenceMutator,umd,0,20,answer1
1723355381.3677838,204,Connor,626039013,SentenceMutator,semstamp_lsh,10,0,tie
1723355423.9617035,205,Connor,1416030202,SpanMutator,semstamp_lsh,0,20,answer1
1723355455.6888204,206,Connor,3884764694,SentenceMutator,umd,0,1,answer1
1723355506.182009,207,Connor,3643961439,SpanMutator,semstamp_lsh,0,20,answer1
1723355567.9926007,208,Connor,2363080554,SentenceMutator,umd,1,0,tie
1723355619.0924592,209,Connor,3761119095,SpanMutator,umd,0,20,answer1
1723355801.4108076,210,Connor,54523115,SpanMutator,umd,10,0,tie
1723355903.2912338,211,Connor,3126507428,SpanMutator,umd,0,10,tie
1723355916.926098,212,Connor,1948070459,SpanMutator,umd,0,1,tie
1723355949.2656171,213,Connor,355073874,SpanMutator,semstamp_lsh,0,20,answer1
1723355962.5378919,214,Connor,3951773323,SpanMutator,umd,1,0,tie
1723356028.6108794,215,Connor,2753526163,WordMutator,umd,10,0,answer2
1723356105.4130065,216,Connor,355073874,SpanMutator,semstamp_lsh,10,0,answer2
1723356127.095613,217,Connor,3158391763,WordMutator,umd,0,20,answer1
1723356147.4301968,218,Connor,3166375684,SpanMutator,semstamp_lsh,0,1,answer2
1723356181.3923604,219,Connor,305100096,SpanMutator,semstamp_lsh,0,10,answer1
1723356243.8004632,220,Connor,1954210594,WordMutator,umd,20,0,answer2
1723356266.9237432,221,Connor,3126204522,WordMutator,semstamp_lsh,10,0,answer2
1723356280.7299602,222,Connor,305100096,SpanMutator,semstamp_lsh,0,1,tie
1723356291.079897,223,Connor,408131242,SpanMutator,umd,0,1,tie
1723356320.2473702,224,Connor,3096214989,SentenceMutator,semstamp_lsh,0,1,answer1
1723356328.6481888,225,Connor,3241509106,WordMutator,semstamp_lsh,1,0,tie
1723356345.4060566,226,Connor,3350112753,SentenceMutator,umd,0,1,tie
1723356363.5456574,227,Connor,3356475144,SpanMutator,semstamp_lsh,10,0,answer2
1723356401.586404,228,Connor,2569765367,SpanMutator,umd,0,1,answer1
1723356471.607225,229,Connor,3800930942,WordMutator,umd,20,0,answer2
1723356561.0503397,230,Connor,3943120934,SpanMutator,umd,0,20,answer1
1723356567.1340296,231,Connor,3766590058,SpanMutator,umd,0,1,tie
1723356599.3525207,232,Connor,3050541087,WordMutator,umd,0,10,answer1
1723356622.4363906,233,Connor,476518832,SpanMutator,umd,1,0,tie
1723356693.074317,234,Connor,389133706,WordMutator,umd,0,20,answer1
1723356758.8767693,235,Connor,157287102,SpanMutator,umd,10,0,tie
1723356770.294587,236,Connor,1416030202,SentenceMutator,semstamp_lsh,0,20,answer1
1723356839.2546122,237,Connor,1032963578,SentenceMutator,semstamp_lsh,10,0,answer2
1723356930.4200354,238,Connor,4097135081,SpanMutator,umd,10,0,tie
1723356961.6390626,239,Connor,305100096,SentenceMutator,semstamp_lsh,20,0,answer2
1723357032.1580884,240,Connor,2753526163,SpanMutator,umd,10,0,answer2
1723357070.6456714,241,Connor,4292346386,SpanMutator,umd,0,20,answer1
1723357080.8920708,242,Connor,3685312925,SpanMutator,semstamp_lsh,1,0,tie
1723357190.8749352,243,Connor,3943120934,SpanMutator,umd,0,10,answer1
1723357244.49109,244,Connor,2103580039,SpanMutator,umd,20,0,answer2
1723357254.3601012,245,Connor,3458927301,SpanMutator,umd,0,1,tie
1723357277.2062132,246,Connor,2296546760,SpanMutator,umd,0,20,answer1
1723357387.1215992,247,Connor,2468517263,SentenceMutator,umd,10,0,tie
1723357594.193612,248,Connor,693024149,WordMutator,umd,0,10,answer1
1723357604.2789948,249,Connor,2046128425,SpanMutator,semstamp_lsh,0,20,answer1
1723357650.9105127,250,Connor,54523115,WordMutator,umd,0,10,answer1
1723357679.5266562,251,Connor,3500727212,WordMutator,umd,10,0,answer2
1723357697.3653493,252,Connor,3598699537,SpanMutator,umd,10,0,answer2
1723357709.6604824,253,Connor,2468517263,WordMutator,umd,0,1,answer1
1723357768.335406,254,Connor,3598699537,SentenceMutator,semstamp_lsh,20,0,tie
1723357821.889098,255,Connor,3103610995,SentenceMutator,umd,10,0,answer2
1723357847.4453623,256,Connor,321469753,SentenceMutator,umd,0,10,skipped
1723357890.9667146,257,Connor,1555077172,SentenceMutator,umd,0,10,answer1
1723357899.4451694,258,Connor,626039013,WordMutator,umd,1,0,tie
1723357916.7435815,259,Connor,4292346386,WordMutator,umd,10,0,answer2
1723357977.0903573,260,Connor,2296546760,SpanMutator,umd,10,0,tie
1723357992.9513154,261,Connor,321469753,SpanMutator,umd,10,0,skipped
1723358009.6552787,262,Connor,2467656814,SpanMutator,semstamp_lsh,0,1,tie
1723358042.4351199,263,Connor,1954210594,SentenceMutator,umd,20,0,answer2
1723358146.4947226,264,Connor,3350112753,SentenceMutator,umd,10,0,tie
1723358158.3042965,265,Connor,2686573247,SpanMutator,umd,0,1,tie
1723358174.2545938,266,Connor,3332530220,SpanMutator,semstamp_lsh,0,20,answer1
1723358189.7233937,267,Connor,4292346386,SpanMutator,umd,1,0,tie
1723358248.1400878,268,Connor,3500727212,SpanMutator,umd,10,0,answer2
